,age,workclass,fnlwgt,education,education_num,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_50k,marital_status
28,0.30136986301369856,4,0.24015384459260614,11,0.5333333333333333,4,1,4,1,0.0,0.0,0.8061224489795917,39,0,1
29,0.4383561643835617,4,0.12250805925114082,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
30,0.0821917808219178,2,0.12071049952134981,7,0.7333333333333334,11,1,4,1,0.0,0.0,0.520408163265306,39,0,0
31,0.0410958904109589,4,0.1716578209408605,15,0.6,12,3,2,1,0.0,0.0,0.43877551020408156,39,0,0
32,0.3835616438356165,4,0.25346809957276667,9,0.8,4,3,4,1,0.0,0.3232323232323232,0.39795918367346933,39,0,1
33,0.1780821917808219,1,0.03224782916078925,15,0.6,1,3,4,1,0.0,0.0,0.39795918367346933,39,0,1
34,0.0684931506849315,7,0.20243824059697657,15,0.6,8,0,2,1,0.0,0.0,0.14285714285714282,39,0,1
35,0.4246575342465753,4,0.15568545072609372,1,0.4,7,4,4,1,0.0,0.0,0.39795918367346933,33,0,0
36,0.0547945205479452,4,0.12510190343782454,15,0.6,7,3,4,1,0.0,0.0,0.39795918367346933,39,0,0
37,0.0273972602739726,4,0.3597866201208972,11,0.5333333333333333,1,5,4,0,0.0,0.0,0.24489795918367346,39,0,1
38,0.1917808219178082,4,0.04862206255940843,15,0.6,12,0,4,1,0.0,0.0,0.37755102040816324,0,1,1
39,0.4246575342465753,6,0.17129384384841506,7,0.7333333333333334,10,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
40,0.1917808219178082,4,0.3352851435781383,6,0.26666666666666666,7,0,4,1,0.0,0.0,0.42857142857142855,39,0,1
41,0.4931506849315069,6,0.05156635309160654,9,0.8,10,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
42,0.0958904109589041,4,0.1087209046657398,9,0.8,13,0,4,1,0.0,0.0,0.5,39,0,1
43,0.4383561643835617,4,0.05571488010066876,11,0.5333333333333333,1,4,4,0,0.0,0.0,0.39795918367346933,39,0,1
44,0.1095890410958904,4,0.1878710384510001,11,0.5333333333333333,6,1,4,1,0.0,0.0,0.346938775510204,39,0,0
45,0.547945205479452,1,0.220287325411081,9,0.8,10,0,2,1,0.0,0.0,0.39795918367346933,39,1,1
46,0.4931506849315069,4,0.08935434658331726,11,0.5333333333333333,7,0,4,1,0.0,0.0,0.37755102040816324,39,0,1
47,0.3698630136986301,4,0.07852501327704542,12,0.8666666666666667,4,4,4,0,0.0,0.0,0.39795918367346933,39,0,1
48,0.32876712328767127,7,0.06042696271940952,8,0.6666666666666666,3,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
49,0.1643835616438356,4,0.17534562601692022,8,0.6666666666666666,10,1,4,1,0.0,0.0,0.42857142857142855,39,0,0
50,0.1095890410958904,4,0.013523981557591934,15,0.6,4,5,3,0,0.0,0.0,0.39795918367346933,39,0,1
51,0.0136986301369863,4,0.14523294872185183,11,0.5333333333333333,8,3,4,0,0.0,0.0,0.2959183673469387,0,0,0
52,0.41095890410958896,4,0.02675705205616613,14,0.9333333333333333,10,5,4,0,0.0,0.43663911845730025,0.6020408163265305,16,1,1
53,0.4520547945205479,1,0.16189538703010253,9,0.8,4,1,4,1,0.0,0.0,0.5510204081632653,39,1,1
54,0.41095890410958896,5,0.0659941885441931,11,0.5333333333333333,4,1,4,1,0.0,0.0,0.6020408163265305,39,0,1
55,0.35616438356164376,4,0.15269989141575588,15,0.6,13,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
56,0.3972602739726027,4,0.13827137942582277,4,0.13333333333333336,7,0,4,1,0.0,0.0,0.39795918367346933,26,0,1
57,0.2465753424657534,4,0.029812971250545453,8,0.6666666666666666,8,0,4,1,0.0,0.0,0.39795918367346933,33,0,1
58,0.32876712328767127,4,0.09139140053378796,11,0.5333333333333333,1,0,4,1,0.0,0.0,0.47959183673469385,39,0,1
59,0.1780821917808219,4,0.1189765343021348,11,0.5333333333333333,7,0,4,1,0.05013050130501305,0.0,0.39795918367346933,39,0,1
60,0.1780821917808219,4,0.03194000466810769,9,0.8,12,0,4,1,0.024070240702407025,0.0,0.39795918367346933,39,0,1
61,0.2054794520547945,0,0.19054742019396326,5,0.2,0,1,4,1,0.0,0.0,0.39795918367346933,0,0,1
62,0.4246575342465753,4,0.09292578723576987,11,0.5333333333333333,14,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
63,0.3424657534246575,4,0.07059464250075265,10,1.0,10,0,4,1,0.0,0.0,0.44897959183673464,39,1,1
64,0.1643835616438356,4,0.06312972941888824,15,0.6,13,1,4,1,0.0,0.0,0.5816326530612245,39,0,1
65,0.2602739726027397,4,0.09691532796839217,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
66,0.1506849315068493,4,0.11561346715242048,15,0.6,1,1,4,0,0.0,0.0,0.39795918367346933,39,0,1
67,0.4931506849315069,4,0.10659590086021724,11,0.5333333333333333,1,5,4,0,0.0,0.0,0.39795918367346933,39,1,1
68,0.4383561643835617,5,0.12136809382219922,15,0.6,4,0,4,1,0.0,0.0,0.5,39,1,1
69,0.1095890410958904,0,0.12745692994117508,15,0.6,0,3,4,1,0.0,0.0,0.39795918367346933,39,0,0
70,0.0273972602739726,4,0.06036336820883355,15,0.6,10,3,4,1,0.0,0.0,0.31632653061224486,39,0,0
71,0.1917808219178082,4,0.20139772615797824,9,0.8,12,3,2,0,0.0,0.0,0.39795918367346933,39,0,1
72,0.1643835616438356,6,0.10148939696843615,9,0.8,12,0,4,1,0.0,0.0,0.7040816326530611,39,1,1
73,0.0821917808219178,4,0.13489681114121704,15,0.6,7,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
74,0.8493150684931505,4,0.07608271345598955,15,0.6,10,2,4,1,0.0,0.0,0.19387755102040813,39,0,1
75,0.136986301369863,4,0.13641428440953512,11,0.5333333333333333,8,3,4,1,0.0,0.0,0.39795918367346933,26,0,0
76,0.3150684931506849,4,0.013482712779452207,7,0.7333333333333334,1,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
77,0.6849315068493149,0,0.13562814801284068,0,0.33333333333333337,0,0,4,1,0.0,0.0,0.01020408163265306,39,0,1
78,0.0136986301369863,4,0.20116770346015025,1,0.4,8,3,4,0,0.0,0.0,0.21428571428571425,39,0,0
79,0.1917808219178082,2,0.0768830571369616,5,0.2,5,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
80,0.0136986301369863,4,0.29399201009393716,11,0.5333333333333333,12,1,4,1,0.0,0.0,0.2959183673469387,39,0,0
81,0.4794520547945205,4,0.17876146307966567,9,0.8,8,0,4,1,0.0,0.0,0.39795918367346933,5,0,1
82,0.3972602739726027,4,0.026610243451964152,11,0.5333333333333333,8,5,4,0,0.0,0.0,0.39795918367346933,39,0,1
83,0.5753424657534245,4,0.09989209229322481,11,0.5333333333333333,12,0,4,1,0.0,0.0,0.47959183673469385,39,0,1
84,0.3698630136986301,4,0.22414088213704617,11,0.5333333333333333,3,1,4,0,0.14344143441434415,0.0,0.39795918367346933,39,1,1
85,0.4931506849315069,4,0.22594182455356993,11,0.5333333333333333,12,3,4,0,0.0,0.0,0.346938775510204,39,0,1
86,0.4383561643835617,2,0.17315905731286133,11,0.5333333333333333,11,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
87,0.2191780821917808,4,0.12838378610595252,12,0.8666666666666667,10,0,4,1,0.0,0.0,0.5,39,0,1
88,0.1780821917808219,4,0.028447718885201756,6,0.26666666666666666,12,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
89,0.35616438356164376,1,0.2696556086637372,10,1.0,10,1,4,0,0.0,0.0,0.5,39,1,0
90,0.547945205479452,4,0.1608075149768455,8,0.6666666666666666,10,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
91,0.27397260273972607,4,0.18567229207470326,15,0.6,3,4,4,0,0.0,0.0,0.39795918367346933,39,0,1
92,0.1506849315068493,4,0.13549554669291633,15,0.6,7,4,2,0,0.0,0.0,0.24489795918367346,39,0,1
93,0.1780821917808219,4,0.0713489816421591,11,0.5333333333333333,12,5,1,0,0.0,0.3611111111111111,0.346938775510204,0,0,1
94,0.2328767123287671,2,0.14478643407312694,9,0.8,11,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
95,0.1643835616438356,2,0.06988630789891179,15,0.6,6,1,4,1,0.0,0.0,0.5,39,0,0
96,0.4246575342465753,6,0.12109477273419185,10,1.0,10,0,4,1,0.0,0.43663911845730025,0.6020408163265305,39,1,1
97,0.27397260273972607,4,0.12881135770897395,15,0.6,12,0,4,1,0.0,0.0,0.47959183673469385,39,1,1
98,0.4246575342465753,4,0.10744089600606177,7,0.7333333333333334,4,4,4,0,0.0,0.0,0.39795918367346933,9,0,1
99,0.2054794520547945,1,0.1604232417640035,11,0.5333333333333333,8,3,2,1,0.0,0.0,0.39795918367346933,39,0,0
100,0.8082191780821917,4,0.07570858830334581,12,0.8666666666666667,4,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
101,0.3698630136986301,4,0.12583391684679474,9,0.8,4,0,4,1,0.15024150241502415,0.0,0.6020408163265305,39,1,1
102,0.41095890410958896,6,0.09257128166617618,12,0.8666666666666667,10,1,4,0,0.0,0.0,0.5,39,0,0
103,0.0410958904109589,4,0.11908072105350394,15,0.6,13,3,4,0,0.0,0.0,0.39795918367346933,39,0,0
104,0.1643835616438356,4,0.061664349526254714,11,0.5333333333333333,3,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
105,0.2054794520547945,5,0.20659759220358362,11,0.5333333333333333,3,0,4,1,0.07688076880768807,0.0,0.39795918367346933,39,1,1
106,0.0,0,0.19794670915321202,0,0.33333333333333337,0,3,4,0,0.3409534095340953,0.0,0.31632653061224486,39,0,0
107,0.1780821917808219,4,0.12354654407809947,1,0.4,6,3,4,1,0.0,0.0,0.39795918367346933,39,0,0
108,0.1917808219178082,2,0.11973357959292748,11,0.5333333333333333,1,1,4,0,0.0,0.0,0.39795918367346933,39,0,0
109,0.3424657534246575,4,0.0760475335139688,11,0.5333333333333333,6,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
110,0.0958904109589041,4,0.28420725045074297,9,0.8,12,2,4,1,0.0,0.0,0.39795918367346933,39,0,0
111,0.2876712328767123,4,0.035882864323817834,14,0.9333333333333333,10,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
112,0.5342465753424657,6,0.21873805488747494,11,0.5333333333333333,8,0,4,1,0.0,0.4331955922865014,0.5,2,1,1
113,0.1506849315068493,4,0.24733122930218557,15,0.6,12,5,4,0,0.04064040640406404,0.0,0.24489795918367346,39,0,1
114,0.2602739726027397,4,0.06128007631341269,11,0.5333333333333333,7,3,4,0,0.0,0.0,0.39795918367346933,39,0,0
115,0.4931506849315069,4,0.0563975062833406,6,0.26666666666666666,6,0,4,1,0.0,0.0,0.5,39,0,1
116,0.5342465753424657,5,0.19674044306430827,15,0.6,12,0,4,1,0.0,0.0,0.5,39,0,1
117,0.4383561643835617,2,0.12521759132408508,8,0.6666666666666666,3,0,2,1,0.0,0.0,0.39795918367346933,39,1,1
118,0.5205479452054793,4,0.1591669119114548,15,0.6,12,0,4,1,0.0,0.0,0.5612244897959183,39,0,1
119,0.0684931506849315,4,0.06112311964901242,11,0.5333333333333333,3,1,4,1,0.0,0.0,0.4081632653061224,39,0,0
120,0.0547945205479452,4,0.1269387023337156,15,0.6,8,3,4,0,0.0,0.0,0.39795918367346933,39,0,0
121,0.3150684931506849,4,0.07209723194744658,9,0.8,4,0,4,1,0.0,0.0,0.6020408163265305,39,0,1
122,0.1780821917808219,4,0.04387885922272624,9,0.8,4,3,2,1,0.0,0.0,0.39795918367346933,11,0,0
123,0.1643835616438356,7,0.17299330566295587,9,0.8,10,0,4,1,0.0,0.0,0.5,39,1,1
124,0.0273972602739726,4,0.1957364616420238,15,0.6,8,3,2,1,0.0,0.0,0.346938775510204,39,0,0
125,0.41095890410958896,4,0.18641513008121832,9,0.8,4,5,4,0,0.0,0.0,0.39795918367346933,39,1,1
126,0.0410958904109589,4,0.06725593069551422,15,0.6,1,3,4,0,0.0,0.39462809917355374,0.2755102040816326,39,0,0
127,0.1917808219178082,4,0.06944791169834552,7,0.7333333333333334,1,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
128,0.2465753424657534,0,0.0791684002936172,11,0.5333333333333333,0,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
129,0.30136986301369856,4,0.2391248312884992,15,0.6,3,1,4,1,0.0,0.0,0.39795918367346933,39,0,1
130,0.1506849315068493,4,0.03878994530195553,7,0.7333333333333334,12,1,4,0,0.0,0.0,0.6020408163265305,39,0,0
131,0.0958904109589041,4,0.020998366162308074,11,0.5333333333333333,8,1,4,0,0.0,0.40449954086317724,0.39795918367346933,39,0,0
132,0.2876712328767123,6,0.0735396095702973,11,0.5333333333333333,3,0,4,1,0.04386043860438604,0.0,0.346938775510204,39,0,1
133,0.27397260273972607,4,0.1636658852660314,9,0.8,12,0,4,1,0.0,0.0,0.5,39,0,1
134,0.3972602739726027,4,0.09059511607689523,7,0.7333333333333334,13,1,2,0,0.0,0.0,0.3571428571428571,39,0,1
135,0.2876712328767123,1,0.07688711636104091,12,0.8666666666666667,10,0,4,1,0.0,0.0,0.39795918367346933,20,1,1
136,0.35616438356164376,6,0.030197244463387486,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.6020408163265305,39,0,1
137,0.136986301369863,4,0.10205024642872848,8,0.6666666666666666,1,5,4,0,0.0,0.0,0.346938775510204,39,0,1
138,0.0410958904109589,4,0.014900735057827028,15,0.6,12,3,4,1,0.0,0.0,0.19387755102040813,39,0,0
139,0.4383561643835617,4,0.04714653460657662,15,0.6,3,0,1,1,0.0,0.0,0.39795918367346933,39,1,1
140,0.6027397260273972,5,0.03675559750087104,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
141,0.136986301369863,4,0.14917445530286885,15,0.6,12,3,4,0,0.0,0.0,0.39795918367346933,39,0,0
142,0.0273972602739726,4,0.20606177462511374,15,0.6,8,3,4,1,0.0,0.0,0.2959183673469387,26,0,0
143,0.3835616438356165,4,0.12468515643234794,8,0.6666666666666666,10,1,4,0,0.0,0.3590449954086318,0.39795918367346933,39,1,0
144,0.726027397260274,4,0.06297953812795351,15,0.6,13,2,4,1,0.0,0.0,0.39795918367346933,39,0,0
145,0.1917808219178082,4,0.1173988492099735,11,0.5333333333333333,14,4,2,0,0.0,0.0,0.2959183673469387,39,0,0
146,0.0684931506849315,4,0.11033579931196151,15,0.6,8,0,4,1,0.0,0.0,0.2346938775510204,39,0,1
147,0.2602739726027397,4,0.06495299756784824,11,0.5333333333333333,8,4,4,0,0.0,0.0,0.2346938775510204,39,0,1
148,0.6438356164383561,4,0.11429895508806824,1,0.4,3,0,4,1,0.0,0.5002295684113865,0.39795918367346933,39,0,1
149,0.35616438356164376,0,0.10985410472121587,15,0.6,0,1,4,0,0.0,0.0,0.39795918367346933,39,0,1
150,0.41095890410958896,2,0.11753077399255131,15,0.6,1,4,4,0,0.0,0.0,0.37755102040816324,26,0,1
151,0.2328767123287671,4,0.12576693964948601,11,0.5333333333333333,1,1,4,0,0.0,0.0,0.39795918367346933,39,0,0
152,0.2191780821917808,4,0.10196635579775593,9,0.8,4,2,1,0,0.0,0.0,0.39795918367346933,30,0,0
153,0.0547945205479452,4,0.19205068617800375,11,0.5333333333333333,3,3,4,1,0.0,0.0,0.346938775510204,39,0,0
154,0.4794520547945205,0,0.16278706325285922,11,0.5333333333333333,0,1,4,1,0.0,0.0,0.44897959183673464,39,1,1
155,0.4246575342465753,4,0.11868494670577052,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.4591836734693877,39,0,1
156,0.0821917808219178,4,0.13683441410174446,9,0.8,6,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
157,0.7397260273972601,6,0.3260490557229985,15,0.6,12,4,2,1,0.0,0.41689623507805323,0.01020408163265306,39,0,1
158,0.1643835616438356,4,0.12126931936960249,11,0.5333333333333333,3,1,4,1,0.0,0.0,0.6020408163265305,39,0,1
159,0.3424657534246575,4,0.14624775474168114,9,0.8,8,2,2,1,0.0,0.0,0.5,39,0,1
160,0.6986301369863013,0,0.01761162020546439,3,0.06666666666666667,0,1,4,0,0.0,0.0,0.19387755102040813,39,0,1
161,0.1095890410958904,4,0.16268490611352973,11,0.5333333333333333,8,4,4,0,0.0,0.0,0.39795918367346933,39,0,0
162,0.3698630136986301,5,0.044711676696332824,12,0.8666666666666667,4,4,1,0,0.0,0.0,0.39795918367346933,39,0,1
163,0.1506849315068493,4,0.05150749434245644,11,0.5333333333333333,4,1,1,0,0.0,0.0,0.39795918367346933,9,0,0
164,0.3835616438356165,6,0.12772686834244967,12,0.8666666666666667,12,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
165,0.2602739726027397,4,0.1318381857974515,15,0.6,8,4,4,0,0.0,0.0,0.39795918367346933,26,0,1
166,0.30136986301369856,1,0.1510031357506013,7,0.7333333333333334,4,1,4,1,0.0,0.0,0.4183673469387755,39,0,0
167,0.3972602739726027,7,0.061120413499626214,12,0.8666666666666667,11,4,4,1,0.0,0.0,0.39795918367346933,39,0,1
168,0.0136986301369863,4,0.00916234528436556,1,0.4,6,3,4,1,0.0,0.0,0.1530612244897959,39,0,0
169,0.6712328767123288,2,0.028780575259705773,8,0.6666666666666666,10,1,4,0,0.0,0.0,0.19387755102040813,39,0,1
170,0.136986301369863,4,0.0762241097614191,11,0.5333333333333333,8,1,4,1,0.0,0.45454545454545453,0.39795918367346933,39,0,0
171,0.1506849315068493,7,0.11030264898198042,11,0.5333333333333333,11,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
172,0.46575342465753417,4,0.05667826928216005,15,0.6,12,0,4,1,0.0,0.45385674931129477,0.39795918367346933,39,1,1
173,0.136986301369863,4,0.2812670191426242,9,0.8,3,1,4,1,0.0,0.0,0.5,39,0,0
174,0.1506849315068493,7,0.09291496263822503,9,0.8,10,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
175,0.136986301369863,4,0.1634033887755689,11,0.5333333333333333,12,4,4,0,0.0,0.0,0.24489795918367346,39,0,1
176,0.0547945205479452,4,0.2034151605253989,11,0.5333333333333333,3,3,2,1,0.0,0.0,0.39795918367346933,39,0,0
177,0.2328767123287671,4,0.31898194660090723,11,0.5333333333333333,6,1,2,1,0.0,0.0,0.39795918367346933,39,0,0
178,0.0136986301369863,4,0.1161242528490679,11,0.5333333333333333,8,3,4,1,0.0,0.0,0.11224489795918367,39,0,0
179,0.2191780821917808,4,0.016905991753009747,9,0.8,10,0,4,1,0.0,0.0,0.6530612244897959,39,0,1
180,0.3698630136986301,2,0.11437472727088216,15,0.6,4,0,2,1,0.0,0.0,0.37755102040816324,39,1,1
181,0.35616438356164376,4,0.06920638786562615,15,0.6,1,1,4,0,0.0,0.0,0.39795918367346933,39,0,1
182,0.1780821917808219,4,0.4204388697767088,15,0.6,3,1,2,1,0.0,0.0,0.44897959183673464,39,0,0
183,0.3150684931506849,4,0.18542873862994422,5,0.2,7,0,4,1,0.0,0.0,0.39795918367346933,26,1,1
184,0.27397260273972607,1,0.011344854764345129,15,0.6,1,0,4,1,0.0,0.0,0.4183673469387755,39,1,1
185,0.2328767123287671,4,0.19737638817006797,11,0.5333333333333333,1,0,2,1,0.0,0.0,0.39795918367346933,39,0,1
186,0.32876712328767127,6,0.08852085257236413,9,0.8,4,1,4,0,0.0,0.0,0.39795918367346933,39,0,1
187,0.4931506849315069,0,0.08309231690362387,9,0.8,0,1,4,0,0.0,0.0,0.5,39,0,1
188,0.1917808219178082,4,0.05929376266393345,12,0.8666666666666667,10,5,4,0,0.0,0.0,0.5,39,0,1
189,0.5616438356164384,7,0.06581490614735659,10,1.0,10,0,4,1,0.0,0.0,0.0,39,1,1
190,0.2876712328767123,4,0.09670221870422802,15,0.6,7,1,2,0,0.0,0.0,0.2755102040816326,39,0,1
191,0.0958904109589041,4,0.09964177347500025,15,0.6,7,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
192,0.32876712328767127,2,0.34613341993011365,9,0.8,3,0,2,1,0.0,0.0,0.39795918367346933,39,0,1
193,0.41095890410958896,4,0.07350848885235586,15,0.6,13,0,4,1,0.0,0.0,0.44897959183673464,39,0,1
194,0.32876712328767127,1,0.08015276213285163,9,0.8,13,0,4,1,0.0,0.0,0.2346938775510204,39,0,1
195,0.0821917808219178,4,0.12522841592162992,4,0.13333333333333336,14,2,4,1,0.0,0.0,0.39795918367346933,26,0,1
196,0.2602739726027397,4,0.058918960973943155,15,0.6,3,1,4,1,0.0,0.0,0.39795918367346933,39,0,1
197,0.3150684931506849,1,0.030112677295068377,12,0.8666666666666667,4,1,4,0,0.14084140841408413,0.0,0.5510204081632653,39,1,0
198,0.2465753424657534,4,0.08572201756967489,12,0.8666666666666667,10,2,4,1,0.07298072980729807,0.0,0.39795918367346933,39,1,1
199,0.0958904109589041,6,0.013961024683465087,11,0.5333333333333333,12,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
200,0.1232876712328767,4,0.26048852761794583,12,0.8666666666666667,10,1,4,0,0.0,0.43067033976124885,0.39795918367346933,39,0,0
201,0.0273972602739726,0,0.1071418664988854,11,0.5333333333333333,0,3,4,1,0.0,0.0,0.39795918367346933,22,0,0
202,0.46575342465753417,4,0.16713043301772867,9,0.8,4,0,4,1,0.0,0.0,0.5,39,1,1
203,0.3424657534246575,2,0.16408195573416143,15,0.6,10,1,4,0,0.0,0.3076216712580349,0.39795918367346933,39,0,0
204,0.27397260273972607,7,0.024305280712258515,11,0.5333333333333333,1,4,4,0,0.0,0.0,0.346938775510204,39,0,1
205,0.0136986301369863,4,0.08651491933983485,1,0.4,12,3,4,0,0.0,0.0,0.39795918367346933,39,0,0
206,0.2602739726027397,4,0.07879765782770623,9,0.8,8,0,2,1,0.07298072980729807,0.0,0.3571428571428571,39,1,1
207,0.2465753424657534,4,0.016226748257070663,11,0.5333333333333333,3,1,4,1,0.0,0.0,0.6020408163265305,39,0,1
208,0.5616438356164384,5,0.13414247199981058,11,0.5333333333333333,12,5,4,0,0.15024150241502415,0.0,0.346938775510204,39,1,1
209,0.0,4,0.03591263196706616,1,0.4,12,3,4,0,0.0,0.0,0.11224489795918367,39,0,0
210,0.3698630136986301,2,0.10057268886385701,11,0.5333333333333333,14,0,2,1,0.0,0.0,0.39795918367346933,39,0,1
211,0.27397260273972607,4,0.1326507071506615,11,0.5333333333333333,3,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
212,0.2465753424657534,4,0.0957334172239643,15,0.6,12,1,0,0,0.0,0.0,0.39795918367346933,39,0,0
213,0.5890410958904109,4,0.049745791092032754,11,0.5333333333333333,3,0,1,1,0.0,0.0,0.39795918367346933,39,0,1
214,0.5068493150684932,5,0.07653802309021963,5,0.2,7,0,4,1,0.0,0.0,0.39795918367346933,39,1,1
215,0.27397260273972607,4,0.4219076323560751,9,0.8,4,1,2,1,0.0,0.0,0.6020408163265305,39,1,0
216,0.4520547945205479,4,0.20366209665689072,7,0.7333333333333334,12,1,4,0,0.0,0.0,0.39795918367346933,39,0,1
217,0.2876712328767123,4,0.11523054701427154,9,0.8,12,0,4,1,0.0,0.0,0.5,31,0,1
218,0.3835616438356165,4,0.06572492668026507,9,0.8,10,0,4,1,0.0,0.0,0.5510204081632653,39,0,1
219,0.1095890410958904,4,0.1642084682179668,0,0.33333333333333337,3,1,4,1,0.0,0.0,0.39795918367346933,39,0,0
220,0.1917808219178082,4,0.12554841808654943,15,0.6,6,0,4,1,0.0,0.0,0.39795918367346933,39,0,1
221,0.6438356164383561,0,0.11864503100232389,3,0.06666666666666667,0,1,4,1,0.0,0.0,0.39795918367346933,39,0,1
222,1.0,4,0.026695487157629816,11,0.5333333333333333,8,1,2,1,0.0,0.5064279155188246,0.39795918367346933,39,0,0
223,0.5068493150684932,4,0.11122003362390612,11,0.5333333333333333,1,0,2,1,0.0,0.0,0.19387755102040813,39,0,1
224,0.4931506849315069,2,0.08664684412241266,13,0.0,7,1,4,0,0.0,0.0,0.346938775510204,39,0,0
